gameid	seasonlabel	gameweekid	gameweeknum	gamedate	team_h_id	team_h	team_a_id	team_a	score_h	score_a	groundid	groundname	groundcity	matchstatus	matchoutcome	matchphase	attendance	extraTime	shootout	matchtime	formation_h	formation_a	tot_dist_m_h	tot_dist_m_a	clearance_h	clearance_a	pass_h	pass_a	touches_h	touches_a	touches_opp_box_h	touches_opp_box_a	possession_pct_h	possession_pct_a	poss_lost_ctrl_h	poss_lost_ctrl_a	total_tackle_h	total_tackle_a	won_tackle_h	won_tackle_a	tot_long_balls_h	tot_long_balls_a	tot_offside_h	tot_offside_a	shot_off_target_h	shot_off_target_a	corner_taken_h	corner_taken_a	interception_h	interception_a	first_half_goals_h	first_half_goals_a	goals_openplay_h	goals_openplay_a	big_chance_created_h	big_chance_created_a	big_chance_scored_h	big_chance_scored_a	big_chance_missed_h	big_chance_missed_a	own_goal_accrued_h	own_goal_accrued_a	saves_h	saves_a	tot_yel_card_h	tot_yel_card_a	forward_goals_h	forward_goals_a	defender_goals_h	defender_goals_a	midfielder_goals_h	midfielder_goals_a	subs_made_h	subs_made_a	player1_name_h	player2_name_h	player3_name_h	player4_name_h	player5_name_h	player6_name_h	player7_name_h	player8_name_h	player9_name_h	player10_name_h	player11_name_h	player12_name_h	player13_name_h	player14_name_h	player15_name_h	player16_name_h	player17_name_h	player18_name_h	player1_name_a	player2_name_a	player3_name_a	player4_name_a	player5_name_a	player6_name_a	player7_name_a	player8_name_a	player9_name_a	player10_name_a	player11_name_a	player12_name_a	player13_name_a	player14_name_a	player15_name_a	player16_name_a	player17_name_a	player18_name_a	player1_role_h	player2_role_h	player3_role_h	player4_role_h	player5_role_h	player6_role_h	player7_role_h	player8_role_h	player9_role_h	player10_role_h	player11_role_h	player12_role_h	player13_role_h	player14_role_h	player15_role_h	player16_role_h	player17_role_h	player18_role_h	player1_role_a	player2_role_a	player3_role_a	player4_role_a	player5_role_a	player6_role_a	player7_role_a	player8_role_a	player9_role_a	player10_role_a	player11_role_a	player12_role_a	player13_role_a	player14_role_a	player15_role_a	player16_role_a	player17_role_a	player18_role_a	player1_GS_h	player2_GS_h	player3_GS_h	player4_GS_h	player5_GS_h	player6_GS_h	player7_GS_h	player8_GS_h	player9_GS_h	player10_GS_h	player11_GS_h	player12_GS_h	player13_GS_h	player14_GS_h	player15_GS_h	player16_GS_h	player17_GS_h	player18_GS_h	player1_GS_a	player2_GS_a	player3_GS_a	player4_GS_a	player5_GS_a	player6_GS_a	player7_GS_a	player8_GS_a	player9_GS_a	player10_GS_a	player11_GS_a	player12_GS_a	player13_GS_a	player14_GS_a	player15_GS_a	player16_GS_a	player17_GS_a	player18_GS_a	player1_YC_h	player2_YC_h	player3_YC_h	player4_YC_h	player5_YC_h	player6_YC_h	player7_YC_h	player8_YC_h	player9_YC_h	player10_YC_h	player11_YC_h	player12_YC_h	player13_YC_h	player14_YC_h	player15_YC_h	player16_YC_h	player17_YC_h	player18_YC_h	player1_YC_a	player2_YC_a	player3_YC_a	player4_YC_a	player5_YC_a	player6_YC_a	player7_YC_a	player8_YC_a	player9_YC_a	player10_YC_a	player11_YC_a	player12_YC_a	player13_YC_a	player14_YC_a	player15_YC_a	player16_YC_a	player17_YC_a	player18_YC_a
38473	2018/19	3276	17	"Sat 15 Dec 2018, 12:30 GMT"	11	Manchester City	7	Everton	3	1	457	Etihad Stadium	Manchester	C	H	F	54173	FALSE	FALSE	5700	433	541	115135	116460	14	19	705	335	861	516	26	13	67	33	135	126	15	11	11	6	57	55	3	2	4	5	6	2	5	15	1		3	1	3	3	3	1		2			1	3	1	2	2	1					2	3	Nicolás Otamendi	Fabian Delph	Fernandinho	Gabriel Jesus	Ederson	Riyad Mahrez	Aymeric Laporte	Ilkay Gündogan	Kyle Walker	Bernardo Silva	Leroy Sané	Arijanet Muric	Phil Foden	Kevin De Bruyne	Raheem Sterling	Sergio Agüero	Oleksandr Zinchenko	John Stones	Michael Keane	Kurt Zouma	Gylfi Sigurdsson	Jordan Pickford	Bernard	Lucas Digne	Dominic Calvert-Lewin	André Gomes	Richarlison	Séamus Coleman	Yerry Mina	Morgan Schneiderlin	Maarten Stekelenburg	Leighton Baines	Tom Davies	Ademola Lookman	Cenk Tosun	Theo Walcott	Defenders	Defenders	Midfielders	Forwards	Goalkeeper	Forwards	Defenders	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Forwards	Midfielders	Forwards	Forwards	Midfielders	Defenders	Defenders	Defenders	Midfielders	Goalkeeper	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Forwards	Forwards	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
38463	2018/19	3275	16	"Mon 10 Dec 2018, 20:00 GMT"	7	Everton	33	Watford	2	2	31	Goodison Park	Liverpool	C	D	F	38400	FALSE	FALSE	5820	4231	4222	107824	107472	29	27	412	321	649	542	35	26	56	43	163	170	22	25	11	13	58	65	4	4	5	7	6	6	8	13	1		1	1	1	1	1	1	1	1		1	2	3	1	1	1		1			1	3	3	Richarlison	Bernard	Theo Walcott	Michael Keane	Idrissa Gueye	Yerry Mina	Lucas Digne	Séamus Coleman	André Gomes	Jordan Pickford	Gylfi Sigurdsson	Tom Davies	Kurt Zouma	Ademola Lookman	Leighton Baines	Cenk Tosun	Dominic Calvert-Lewin	Maarten Stekelenburg	Christian Kabasele	Domingos Quina	Ken Sema	Kiko Femenía	Ben Foster	Isaac Success	Abdoulaye Doucouré	Roberto Pereyra	Craig Cathcart	José Holebas	Troy Deeney	Ben Wilmot	Adrian Mariappa	Heurelho Gomes	Gerard Deulofeu	Adam Masina	Stefano Okaka	Nathaniel Chalobah	Forwards	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Defenders	Defenders	Midfielders	Goalkeeper	Midfielders	Midfielders	Defenders	Forwards	Defenders	Forwards	Forwards	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Midfielders	Defenders	Defenders	Forwards	Defenders	Defenders	Goalkeeper	Forwards	Defenders	Forwards	Midfielders	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38466	2018/19	3275	16	"Sun 9 Dec 2018, 16:00 GMT"	23	Newcastle United	38	Wolverhampton Wanderers	1	2	27	St. James' Park	Newcastle	C	A	F	50223	FALSE	FALSE	5820	3511	343	109728	109788	23	30	425	425	608	615	19	21	50	49	144	140	13	13	10	9	62	60		2	5	5	4	6	7	7	1	1		2		1		2					4	3	2	5	1	1				1	3	3	Christian Atsu	Martin Dubravka	Salomón Rondón	Matt Ritchie	Ki Sung-Yueng	Ciaran Clark	Ayoze Pérez	Mohamed Diamé	DeAndre Yedlin	Federico Fernández	Jamaal Lascelles	Kenedy	Freddy Woodman	Yoshinori Muto	Paul Dummett	Sean Longstaff	Javier Manquillo	Joselu	Rui Patrício	Hélder Costa	Adama Traoré	Ryan Bennett	Willy Boly	Conor Coady	Diogo Jota	Matt Doherty	Romain Saïss	Rúben Vinagre	Rúben Neves	Ivan Cavaleiro	Léo Bonatini	John Ruddy	João Moutinho	Morgan Gibbs-White	Leander Dendoncker	Raúl Jiménez	Midfielders	Goalkeeper	Forwards	Midfielders	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Forwards	Defenders	Midfielders	Defenders	Forwards	Goalkeeper	Forwards	Forwards	Defenders	Defenders	Defenders	Forwards	Midfielders	Midfielders	Midfielders	Midfielders	Forwards	Forwards	Goalkeeper	Midfielders	Midfielders	Midfielders	Forwards	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
38464	2018/19	3275	16	"Sat 8 Dec 2018, 19:45 GMT"	26	Leicester City	21	Tottenham Hotspur	0	2	49	King Power Stadium	Leicester	C	A	F	31957	FALSE	FALSE	5640	433	4231	112106	115914	18	29	410	578	629	768	17	25	42	57	156	163	20	23	13	13	65	54	3	1	5	4	6	5	13	15		1		2	1	1		1	1					3	3	1						2	3	3	Kelechi Iheanacho	James Maddison	Ricardo Pereira	Vicente Iborra	Nampalys Mendy	Kasper Schmeichel	Wilfred Ndidi	Ben Chilwell	Jonny Evans	Wes Morgan	Demarai Gray	Danny Ward	Hamza Choudhury	Harry Maguire	Christian Fuchs	Shinji Okazaki	Marc Albrighton	Rachid Ghezzal	Moussa Sissoko	Ben Davies	Lucas Moura	Son Heung-Min	Dele Alli	Eric Dier	Toby Alderweireld	Serge Aurier	Hugo Lloris	Jan Vertonghen	Harry Winks	Kyle Walker-Peters	Georges-Kévin Nkoudou	Paulo Gazzaniga	Christian Eriksen	Danny Rose	Harry Kane	Oliver Skipp	Forwards	Forwards	Defenders	Midfielders	Midfielders	Goalkeeper	Midfielders	Defenders	Defenders	Defenders	Forwards	Goalkeeper	Midfielders	Defenders	Defenders	Forwards	Midfielders	Midfielders	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Goalkeeper	Midfielders	Defenders	Forwards	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
38462	2018/19	3275	16	"Sat 8 Dec 2018, 17:30 GMT"	4	Chelsea	11	Manchester City	2	0	30	Stamford Bridge	London	C	H	F	40571	FALSE	FALSE	5700	433	433	117672	111990	31	11	410	640	616	844	12	34	38	61	112	142	28	19	14	15	39	57	1	2	1	6	1	13	19	8	1		1		1				1				4	3	2				1		1		3	3	Willian	David Luiz	Jorginho	Marcos Alonso	César Azpilicueta	Mateo Kovacic	Pedro	N'Golo Kanté	Eden Hazard	Kepa Arrizabalaga	Antonio Rüdiger	Ross Barkley	Cesc Fàbregas	Emerson	Andreas Christensen	Willy Caballero	Olivier Giroud	Ruben Loftus-Cheek	Fernandinho	Ederson	Bernardo Silva	Raheem Sterling	Aymeric Laporte	Fabian Delph	Kyle Walker	Leroy Sané	Riyad Mahrez	David Silva	John Stones	Ilkay Gündogan	Gabriel Jesus	Nicolás Otamendi	Phil Foden	Danilo	Arijanet Muric	Vincent Kompany	Forwards	Defenders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	Defenders	Goalkeeper	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	Forwards	Defenders	Defenders	Defenders	Forwards	Forwards	Midfielders	Defenders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Goalkeeper	Defenders	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38458	2018/19	3275	16	"Sat 8 Dec 2018, 15:00 GMT"	1	Arsenal	159	Huddersfield Town	1	0	52	Emirates Stadium	London	C	H	F	59893	FALSE	FALSE	5880	3142	4231	115534	111401	14	22	525	323	716	501	16	14	61	38	149	149	17	16	10	9	58	76	2		8	5	7	1	11	15			1		4		1		3					2	5	4					1		3	3	Héctor Bellerín	Sead Kolasinac	Lucas Torreira	Sokratis	Matteo Guendouzi	Pierre-Emerick Aubameyang	Alexandre Lacazette	Shkodran Mustafi	Stephan Lichtsteiner	Bernd Leno	Granit Xhaka	Henrikh Mkhitaryan	Nacho Monreal	Laurent Koscielny	Mohamed Elneny	Petr Cech	Alex Iwobi	Eddie Nketiah	Terence Kongolo	Danny Williams	Christopher Schindler	Chris Löwe	Jonathan Hogg	Tommy Smith	Alex Pritchard	Aaron Mooy	Zanka	Jonas Lössl	Laurent Depoitre	Florent Hadergjonaj	Erik Durm	Elias Kachunga	Ramadan Sobhi	Ben Hamer	Isaac Mbenza	Juninho Bacuna	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Forwards	Defenders	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Midfielders	Forwards	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Goalkeeper	Forwards	Defenders	Defenders	Forwards	Midfielders	Goalkeeper	Midfielders	Midfielders	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
38460	2018/19	3275	16	"Sat 8 Dec 2018, 15:00 GMT"	43	Burnley	131	Brighton and Hove Albion	1	0	47	Turf Moor	Burnley	C	H	F	18497	FALSE	FALSE	5760	442	433	112712	109595	21	20	307	515	491	704	19	17	37	62	158	176	12	11	6	6	74	90	2	1	4	12	2	7	11	13	1				1	2			1	2			1	3	2				1				2	3	Charlie Taylor	Robbie Brady	Jack Cork	Ben Mee	Ashley Westwood	Ashley Barnes	James Tarkowski	Joe Hart	Jóhann Gudmundsson	Phil Bardsley	Chris Wood	Jeff Hendrick	Aaron Lennon	Tom Heaton	Sam Vokes	Matthew Lowton	Kevin Long	Matej Vydra	Leon Balogun	Bruno	Mat Ryan	Yves Bissouma	Solly March	Lewis Dunk	Florin Andone	Davy Pröpper	Bernardo	Pascal Groß	Anthony Knockaert	Glenn Murray	Jason Steele	Ben White	Beram Kayal	Gaëtan Bong	Dale Stephens	Jürgen Locadia	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Forwards	Defenders	Defenders	Forwards	Defenders	Defenders	Goalkeeper	Midfielders	Forwards	Defenders	Forwards	Midfielders	Defenders	Midfielders	Forwards	Forwards	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Forwards	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38461	2018/19	3275	16	"Sat 8 Dec 2018, 15:00 GMT"	46	Cardiff City	20	Southampton	1	0	41	Cardiff City Stadium	Cardiff	C	H	F	30067	FALSE	FALSE	5640	4141	4321	99339	101814	28	34	248	448	461	650	32	18	36	63	158	168	13	17	7	11	63	63	4		8	6	7	7	14	15			1		1		1		1				1	3	2	2	1						3	3	Sean Morrison	Nathaniel Mendez-Laing	Callum Paterson	Joe Bennett	Neil Etheridge	Víctor Camarasa	Sol Bamba	Harry Arter	Aron Gunnarsson	Josh Murphy	Bruno Ecuele Manga	Kadeem Harris	Gary Madine	Joe Ralls	Lee Peltier	Bobby De Cordova-Reid	David Junior Hoilett	Alex Smithies	Jannik Vestergaard	Stuart Armstrong	Jan Bednarek	Alex McCarthy	Mario Lemina	Pierre-Emile Højbjerg	Oriol Romeu	Nathan Redmond	Yan Valery	Charlie Austin	Matt Targett	Maya Yoshida	Jack Stephens	Wesley Hoedt	Mohamed Elyounoussi	Manolo Gabbiadini	Angus Gunn	James Ward-Prowse	Defenders	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	Midfielders	Midfielders	Midfielders	Defenders	Forwards	Defenders	Defenders	Defenders	Defenders	Midfielders	Forwards	Goalkeeper	Midfielders	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
38465	2018/19	3275	16	"Sat 8 Dec 2018, 15:00 GMT"	12	Manchester United	34	Fulham	4	1	42	Old Trafford	Manchester	C	H	F	74523	FALSE	FALSE	5640	4231	4231	111494	111334	15	26	625	376	834	572	38	17	62	37	147	140	15	18	6	12	68	59	4	3	6	4	10	3	16	7	3		3		5		1	1	4				3	7	1	1	1		1		2		3	3	Nemanja Matic	Ander Herrera	Romelu Lukaku	Chris Smalling	David de Gea	Phil Jones	Jesse Lingard	Diogo Dalot	Juan Mata	Ashley Young	Marcus Rashford	Fred	Marouane Fellaini	Paul Pogba	Marcos Rojo	Sergio Romero	Scott McTominay	Andreas Pereira	Tom Cairney	André-Frank Zambo Anguissa	Ryan Sessegnon	Sergio Rico	Joe Bryan	Denis Odoi	Jean Michael Seri	André Schürrle	Tim Ream	Alfie Mawson	Aleksandar Mitrovic	Marcus Bettinelli	Ibrahima Cissé	Aboubakar Kamara	Luciano Vietto	Stefan Johansen	Cyrus Christie	Neeskens Kebano	Midfielders	Midfielders	Forwards	Defenders	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Midfielders	Defenders	Goalkeeper	Midfielders	Midfielders	Midfielders	Midfielders	Midfielders	Goalkeeper	Defenders	Defenders	Midfielders	Midfielders	Defenders	Defenders	Forwards	Goalkeeper	Midfielders	Forwards	Forwards	Midfielders	Defenders	Midfielders	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38467	2018/19	3275	16	"Sat 8 Dec 2018, 15:00 GMT"	25	West Ham United	6	Crystal Palace	3	2	433	London Stadium	London	C	H	F	56995	FALSE	FALSE	5700	442	442	109123	113069	20	21	430	474	642	656	27	23	48	51	147	152	19	19	10	15	68	51	2		5	2	5	3	13	8		1	2		1	1	1	1	1				2	3	1	2	1				2	1	3	3	Pablo Zabaleta	Fabián Balbuena	Chicharito	Lucas Pérez	Felipe Anderson	Robert Snodgrass	Declan Rice	Arthur Masuaku	Mark Noble	Issa Diop	Lukasz Fabianski	Andy Carroll	Pedro Obiang	Aaron Cresswell	Michail Antonio	Adrián	Angelo Ogbonna	Grady Diangana	Aaron Wan-Bissaka	Luka Milivojevic	Andros Townsend	Wayne Hennessey	Mamadou Sakho	Patrick van Aanholt	Wilfried Zaha	James Tomkins	James McArthur	Max Meyer	Cheikhou Kouyaté	Martin Kelly	Jason Puncheon	Jeffrey Schlupp	Alexander Sørloth	Vicente Guaita	Jordan Ayew	Joel Ward	Defenders	Defenders	Forwards	Forwards	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Defenders	Midfielders	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Defenders	Defenders	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Forwards	Goalkeeper	Forwards	Defenders	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
38459	2018/19	3275	16	"Sat 8 Dec 2018, 12:30 GMT"	127	AFC Bournemouth	10	Liverpool	0	4	914	Vitality Stadium	Bournemouth	C	A	F	10752	FALSE	FALSE	5760	442	442	115015	113911	16	18	424	634	614	816	10	24	40	59	149	151	14	13	10	6	51	64	3	2	3	4	6	6	16	7		1		3				2				1	1	2	2	1		3					3	3	Asmir Begovic	Simon Francis	Andrew Surman	Charlie Daniels	Joshua King	Ryan Fraser	Junior Stanislas	David Brooks	Steve Cook	Jefferson Lerma	Nathan Aké	Lys Mousset	Tyrone Mings	Artur Boruc	Jordon Ibe	Diego Rico	Marc Pugh	Jermain Defoe	Fabinho	Xherdan Shaqiri	James Milner	Naby Keita	Mohamed Salah	Georginio Wijnaldum	Joel Matip	Virgil van Dijk	Roberto Firmino	Andrew Robertson	Alisson	Divock Origi	Daniel Sturridge	Simon Mignolet	Adam Lallana	Trent Alexander-Arnold	Sadio Mané	Jordan Henderson	Goalkeeper	Defenders	Midfielders	Defenders	Forwards	Forwards	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Forwards	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Defenders	Defenders	Forwards	Defenders	Goalkeeper	Forwards	Forwards	Goalkeeper	Midfielders	Defenders	Forwards	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38452	2018/19	3274	15	"Wed 5 Dec 2018, 20:00 GMT"	12	Manchester United	1	Arsenal	2	2	42	Old Trafford	Manchester	C	D	F	74507	FALSE	FALSE	5820	3412	3421	110683	116730	18	21	447	545	628	726	14	30	44	55	130	144	15	12	8	6	75	46	2	3		2	4	4	19	7	1	1	1		1	3	2	1		2		1	3	5	3	3	2			1			3	3	Ander Herrera	Marcus Rashford	Jesse Lingard	David de Gea	Eric Bailly	Matteo Darmian	Nemanja Matic	Diogo Dalot	Anthony Martial	Chris Smalling	Marcos Rojo	Luis Antonio Valencia	Marouane Fellaini	Sergio Romero	Paul Pogba	Scott McTominay	Romelu Lukaku	Juan Mata	Alex Iwobi	Rob Holding	Sokratis	Sead Kolasinac	Pierre-Emerick Aubameyang	Matteo Guendouzi	Aaron Ramsey	Shkodran Mustafi	Lucas Torreira	Bernd Leno	Héctor Bellerín	Henrikh Mkhitaryan	Stephan Lichtsteiner	Ainsley Maitland-Niles	Petr Cech	Alexandre Lacazette	Eddie Nketiah	Mohamed Elneny	Midfielders	Forwards	Forwards	Goalkeeper	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Defenders	Defenders	Midfielders	Midfielders	Goalkeeper	Midfielders	Midfielders	Forwards	Midfielders	Forwards	Defenders	Defenders	Midfielders	Forwards	Midfielders	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	Midfielders	Defenders	Midfielders	Goalkeeper	Forwards	Forwards	Midfielders	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
38457	2018/19	3274	15	"Wed 5 Dec 2018, 20:00 GMT"	21	Tottenham Hotspur	20	Southampton	3	1	845	Wembley Stadium	London	C	H	F	33012	FALSE	FALSE	5640	4231	4231	114146	113229	29	21	527	473	705	660	19	30	52	47	140	138	9	15	6	10	55	64	4	2	3	9	8	6	7	9	1		1	1	2	2	2	1		2			4	5			1				2		3	3	Hugo Lloris	Toby Alderweireld	Eric Dier	Kieran Trippier	Christian Eriksen	Son Heung-Min	Harry Winks	Danny Rose	Lucas Moura	Harry Kane	Juan Foyth	Fernando Llorente	Serge Aurier	Ben Davies	Paulo Gazzaniga	Dele Alli	Moussa Sissoko	Oliver Skipp	James Ward-Prowse	Nathan Redmond	Alex McCarthy	Steven Davis	Pierre-Emile Højbjerg	Maya Yoshida	Stuart Armstrong	Matt Targett	Cédric Soares	Jack Stephens	Manolo Gabbiadini	Oriol Romeu	Charlie Austin	Jannik Vestergaard	Angus Gunn	Mohamed Elyounoussi	Wesley Hoedt	Yan Valery	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Defenders	Forwards	Defenders	Defenders	Goalkeeper	Midfielders	Midfielders	Midfielders	Midfielders	Midfielders	Goalkeeper	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Defenders	Defenders	Forwards	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Defenders	Defenders	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38450	2018/19	3274	15	"Wed 5 Dec 2018, 19:45 GMT"	43	Burnley	10	Liverpool	1	3	47	Turf Moor	Burnley	C	A	F	21741	FALSE	FALSE	5700	442	442	114952	112650	22	15	228	681	405	857	19	34	25	74	132	151	13	5	11	3	60	67	6	3	3	2	5	9	16	6				2		3	1	2	1	1			8	5	1						1	2	3	3	Joe Hart	Chris Wood	Ben Mee	Phil Bardsley	Ashley Westwood	Robbie Brady	Jack Cork	Ashley Barnes	James Tarkowski	Jóhann Gudmundsson	Charlie Taylor	Matthew Lowton	Jeff Hendrick	Kevin Long	Aaron Lennon	Matej Vydra	Tom Heaton	Sam Vokes	Virgil van Dijk	James Milner	Daniel Sturridge	Joel Matip	Alisson	Xherdan Shaqiri	Jordan Henderson	Alberto Moreno	Joseph Gomez	Divock Origi	Naby Keita	Adam Lallana	Roberto Firmino	Rafael Camacho	Fabinho	Trent Alexander-Arnold	Mohamed Salah	Simon Mignolet	Goalkeeper	Forwards	Defenders	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Defenders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Forwards	Defenders	Midfielders	Forwards	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Forwards	Midfielders	Midfielders	Forwards	Midfielders	Midfielders	Defenders	Forwards	Goalkeeper	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
